accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,payeeNumber,payeeName,Food Show Year
947,CAROLINA CREEK CAMP,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,4,80.52,217790,HANOVER FOOD SERVICE,2016
993,UNIVERSITY HEALTH SYSTEM,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,2,40.26,217790,HANOVER FOOD SERVICE,2016
103047,HEART OF THE HILLS CAMP,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,1,20.13,217790,HANOVER FOOD SERVICE,2016
103063,CAMP MYSTIC INCORPORATED,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,2,40.26,217790,HANOVER FOOD SERVICE,2016
103144,CAMP RIO VISTA,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,1,20.13,217790,HANOVER FOOD SERVICE,2016
293849,CAMP BALCONES SPRINGS,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,1,20.13,217790,HANOVER FOOD SERVICE,2016
324620,RUSK STATE HOSPITAL,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,5,100.65,217790,HANOVER FOOD SERVICE,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,4,80.52,217790,HANOVER FOOD SERVICE,2016
586161,ORIGINS RECOVERY OF TEXAS-BOYS HOUSE,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,2,40.26,217790,HANOVER FOOD SERVICE,2016
602620,SCHLITTERBAHN CORPUS-VERANDA,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,1,20.13,217790,HANOVER FOOD SERVICE,2016
604011,MEL'S LONE STAR LANES,1551239,"BEANS, BLACK",6,#10,HANOVER,47.5,N,20.13,20.13,3,60.39,217790,HANOVER FOOD SERVICE,2016
216,"HEAD START OF GREATER DALLAS, INC.",1551240,"POTATOES, DICED",6,#10,HANOVER,45.75,N,20.98,20.98,2,41.96,217790,HANOVER FOOD SERVICE,2016
455,CHILDREN LEARNING ADVENTURE ACCOUNTS,1551240,"POTATOES, DICED",6,#10,HANOVER,45.75,N,20.98,20.98,2,41.96,217790,HANOVER FOOD SERVICE,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,1551240,"POTATOES, DICED",6,#10,HANOVER,45.75,N,20.98,20.98,5,104.9,217790,HANOVER FOOD SERVICE,2016
321133,MEXIA STATE SUPPORTED LIVING CENTER,1551240,"POTATOES, DICED",6,#10,HANOVER,45.75,N,20.98,20.98,6,125.88,217790,HANOVER FOOD SERVICE,2016
324620,RUSK STATE HOSPITAL,1551240,"POTATOES, DICED",6,#10,HANOVER,45.75,N,20.98,20.98,4,83.92,217790,HANOVER FOOD SERVICE,2016
324655,SAN ANGELO STATE SUPPORTED LIVING CENTER,1551240,"POTATOES, DICED",6,#10,HANOVER,45.75,N,20.98,20.98,3,62.94,217790,HANOVER FOOD SERVICE,2016
551899,WESTOVER HILLS LEARNING CENTER,1551240,"POTATOES, DICED",6,#10,HANOVER,45.75,N,20.98,20.98,1,20.98,217790,HANOVER FOOD SERVICE,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,1551241,"BEANS, LIMA",6,#10,HANOVER,44.3,N,26.46,26.46,1,26.46,217790,HANOVER FOOD SERVICE,2016
347,MCGUIRE MOORMAN HOSPITALITY,1551308,"BEANS, GREAT NORTHERN",6,#10,BUSH,49,N,19.92,19.92,13,258.96,100846,BUSH BROTHERS & COMPANY,2016
552,ROYAL BLUE GROCERY,1551308,"BEANS, GREAT NORTHERN",6,#10,BUSH,49,N,19.92,19.92,1,19.92,100846,BUSH BROTHERS & COMPANY,2016
572,SALATA ACCOUNTS,1551308,"BEANS, GREAT NORTHERN",6,#10,BUSH,49,N,19.92,19.92,15,298.8,100846,BUSH BROTHERS & COMPANY,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,1551308,"BEANS, GREAT NORTHERN",6,#10,BUSH,49,N,19.92,19.92,2,39.84,100846,BUSH BROTHERS & COMPANY,2016
586161,ORIGINS RECOVERY OF TEXAS-BOYS HOUSE,1551308,"BEANS, GREAT NORTHERN",6,#10,BUSH,49,N,19.92,19.92,1,19.92,100846,BUSH BROTHERS & COMPANY,2016
340073,MARINE MILITARY ACADEMY,1552395,RICE ASIAN STYLE BROWN WG,6,25.6 OZ,UNCLE BENS,11.38,N,31.96,31.96,11,351.56,185240,UNCLE BEN'S (FOOD)-DALLAS,2016
118,K-BOB'S ACCOUNTS,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,4,113.28,102466,CONAGRA FOODS / HUNT WESSON,2016
337,HERMAN SONS YOUTH CAMPS,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,3,84.96,102466,CONAGRA FOODS / HUNT WESSON,2016
566,BLUE ONION ACCOUNTS,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,2,56.64,102466,CONAGRA FOODS / HUNT WESSON,2016
875,BOY SCOUTS OF AMERICA,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,14,396.48,102466,CONAGRA FOODS / HUNT WESSON,2016
947,CAROLINA CREEK CAMP,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,12,339.84,102466,CONAGRA FOODS / HUNT WESSON,2016
993,UNIVERSITY HEALTH SYSTEM,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,6,169.92,102466,CONAGRA FOODS / HUNT WESSON,2016
994,Juice Bar,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,16,453.12,102466,CONAGRA FOODS / HUNT WESSON,2016
103063,CAMP MYSTIC INCORPORATED,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,6,169.92,102466,CONAGRA FOODS / HUNT WESSON,2016
103144,CAMP RIO VISTA,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,4,113.28,102466,CONAGRA FOODS / HUNT WESSON,2016
160229,CAMP LONGHORN LTD. INKS LAKE,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
237922,INN AT LOS PATIOS,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
293849,CAMP BALCONES SPRINGS,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,2,56.64,102466,CONAGRA FOODS / HUNT WESSON,2016
340073,MARINE MILITARY ACADEMY,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,15,424.8,102466,CONAGRA FOODS / HUNT WESSON,2016
411418,VILLA QUILTED OF HARLINGEN ACH#296,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
413240,SCHLITTERBAHN SOUTH PADRE ISLAND,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
490938,SCHLITTERBAHN GALVESTON,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,19,538.08,102466,CONAGRA FOODS / HUNT WESSON,2016
525170,"LMBI, L.P.-LA PALOMA",1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,2,56.64,102466,CONAGRA FOODS / HUNT WESSON,2016
525197,"LMBI, L.P.-EL COYOTE",1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
545244,FIRST BAPTIST SCHOOL-CORPUS,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
566969,WEBB COUNTY-SOLOMON CASSEB YOUTH VILLAGE,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,1,28.32,102466,CONAGRA FOODS / HUNT WESSON,2016
614629,AHTNA SUPPORT & TRAINING SERVICES,1552504,TEXAS STYLE PINTO BEANS,6,#10,RANCH STYL,46.03,N,28.32,28.32,3,84.96,102466,CONAGRA FOODS / HUNT WESSON,2016
235,CELEBRITY CAFE & BAKERY,1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,24.56,24.56,1,24.56,102466,CONAGRA FOODS / HUNT WESSON,2016
566,BLUE ONION ACCOUNTS,1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,24.56,24.56,1,24.56,102466,CONAGRA FOODS / HUNT WESSON,2016
682,CLEARSPRINGS RESTAURANT,1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,24.56,24.56,16,392.96,102466,CONAGRA FOODS / HUNT WESSON,2016
287431,HUISACHE GRILL-NEW BRAUNFELS,1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,24.56,24.56,3,73.68,102466,CONAGRA FOODS / HUNT WESSON,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,24.56,24.56,2,49.12,102466,CONAGRA FOODS / HUNT WESSON,2016
413240,SCHLITTERBAHN SOUTH PADRE ISLAND,1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,24.56,24.56,1,24.56,102466,CONAGRA FOODS / HUNT WESSON,2016
525170,"LMBI, L.P.-LA PALOMA",1552520,"BEANS, BLACK",6,#10,RANCH STYL,46.71,N,24.56,24.56,2,49.12,102466,CONAGRA FOODS / HUNT WESSON,2016
173,PINTHOUSE PIZZA,1552868,"MUSTARD, BROWN SPICY",4,1 GAL,GULDEN'S,34.77,N,25.77,25.77,2,51.54,102466,CONAGRA FOODS / HUNT WESSON,2016
808,WHOLEFOOD ACCOUNTS,1552868,"MUSTARD, BROWN SPICY",4,1 GAL,GULDEN'S,34.77,N,25.77,25.77,8,206.16,102466,CONAGRA FOODS / HUNT WESSON,2016
825,HYDE PARK ACCOUNTS,1552868,"MUSTARD, BROWN SPICY",4,1 GAL,GULDEN'S,34.77,N,25.77,25.77,1,25.77,102466,CONAGRA FOODS / HUNT WESSON,2016
845,BLIMPIE ACCOUNTS,1552868,"MUSTARD, BROWN SPICY",4,1 GAL,GULDEN'S,34.77,N,25.77,25.77,3,77.31,102466,CONAGRA FOODS / HUNT WESSON,2016
993,UNIVERSITY HEALTH SYSTEM,1552868,"MUSTARD, BROWN SPICY",4,1 GAL,GULDEN'S,34.77,N,25.77,25.77,1,25.77,102466,CONAGRA FOODS / HUNT WESSON,2016
340073,MARINE MILITARY ACADEMY,1552868,"MUSTARD, BROWN SPICY",4,1 GAL,GULDEN'S,34.77,N,25.77,25.77,1,25.77,102466,CONAGRA FOODS / HUNT WESSON,2016
601004,ZEDS RESTAURANT,1552868,"MUSTARD, BROWN SPICY",4,1 GAL,GULDEN'S,34.77,N,25.77,25.77,1,25.77,102466,CONAGRA FOODS / HUNT WESSON,2016
118,K-BOB'S ACCOUNTS,1554567,"BEANS, KIDNEY DARK RED FANCY",6,#10,HANOVER,47.5,N,21.73,21.73,3,65.19,217790,HANOVER FOOD SERVICE,2016
455,CHILDREN LEARNING ADVENTURE ACCOUNTS,1554567,"BEANS, KIDNEY DARK RED FANCY",6,#10,HANOVER,47.5,N,21.73,21.73,4,86.92,217790,HANOVER FOOD SERVICE,2016
572,SALATA ACCOUNTS,1554567,"BEANS, KIDNEY DARK RED FANCY",6,#10,HANOVER,47.5,N,21.73,21.73,105,2281.65,217790,HANOVER FOOD SERVICE,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,1554567,"BEANS, KIDNEY DARK RED FANCY",6,#10,HANOVER,47.5,N,21.73,21.73,1,21.73,217790,HANOVER FOOD SERVICE,2016
776,I FRATELLI ACCOUNTS,1554567,"BEANS, KIDNEY DARK RED FANCY",6,#10,HANOVER,47.5,N,21.73,21.73,1,21.73,217790,HANOVER FOOD SERVICE,2016
544124,EL PASO STATE SUPPORTED LIVING CENTER,1554567,"BEANS, KIDNEY DARK RED FANCY",6,#10,HANOVER,47.5,N,21.73,21.73,2,43.46,217790,HANOVER FOOD SERVICE,2016
292389,AUSTIN STATE SUPPORTED LIVING CENTER,1554575,"BEANS, VEGETARIAN",6,#10,HANOVER,48.25,N,20.54,20.54,6,123.24,217790,HANOVER FOOD SERVICE,2016
297909,TX SCHOOL FOR THE BLIND-AUSTIN,1554575,"BEANS, VEGETARIAN",6,#10,HANOVER,48.25,N,20.54,20.54,1,20.54,217790,HANOVER FOOD SERVICE,2016
320358,BEXAR COUNTY MENTALLY IMPAIRED FACILITY,1554575,"BEANS, VEGETARIAN",6,#10,HANOVER,48.25,N,20.54,20.54,7,143.78,217790,HANOVER FOOD SERVICE,2016
321133,MEXIA STATE SUPPORTED LIVING CENTER,1554575,"BEANS, VEGETARIAN",6,#10,HANOVER,48.25,N,20.54,20.54,6,123.24,217790,HANOVER FOOD SERVICE,2016
324566,LUFKIN STATE SUPPORTIVE LIVING CENTER,1554575,"BEANS, VEGETARIAN",6,#10,HANOVER,48.25,N,20.54,20.54,9,184.86,217790,HANOVER FOOD SERVICE,2016
480649,HAYS COUNTY JUVENILE CENTER,1554575,"BEANS, VEGETARIAN",6,#10,HANOVER,48.25,N,20.54,20.54,2,41.08,217790,HANOVER FOOD SERVICE,2016
589969,HEALTHY LIVING OUTREACH PROGRAM,1554575,"BEANS, VEGETARIAN",6,#10,HANOVER,48.25,N,20.54,20.54,0,0,217790,HANOVER FOOD SERVICE,2016
337,HERMAN SONS YOUTH CAMPS,1557250,"BEANS, BAKED W/BACON",6,#10,HANOVER,48.75,N,24.48,24.48,4,97.92,217790,HANOVER FOOD SERVICE,2016
633,PARENT CHILD ACCOUNTS,1557250,"BEANS, BAKED W/BACON",6,#10,HANOVER,48.75,N,24.48,24.48,8,195.84,217790,HANOVER FOOD SERVICE,2016
103047,HEART OF THE HILLS CAMP,1557250,"BEANS, BAKED W/BACON",6,#10,HANOVER,48.75,N,24.48,24.48,1,24.48,217790,HANOVER FOOD SERVICE,2016
103160,CAMP STEWART,1557250,"BEANS, BAKED W/BACON",6,#10,HANOVER,48.75,N,24.48,24.48,1,24.48,217790,HANOVER FOOD SERVICE,2016
118,K-BOB'S ACCOUNTS,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,2,41.7,217790,HANOVER FOOD SERVICE,2016
253,LIBERTY BURGER ACCOUNTS,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,5,104.25,217790,HANOVER FOOD SERVICE,2016
552,ROYAL BLUE GROCERY,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,3,62.55,217790,HANOVER FOOD SERVICE,2016
566,BLUE ONION ACCOUNTS,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,11,229.35,217790,HANOVER FOOD SERVICE,2016
572,SALATA ACCOUNTS,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,154,3210.9,217790,HANOVER FOOD SERVICE,2016
776,I FRATELLI ACCOUNTS,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,1,20.85,217790,HANOVER FOOD SERVICE,2016
959,JUICELAND,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,2,41.7,217790,HANOVER FOOD SERVICE,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,1557891,"BEANS, GARBANZO FANCY",6,#10,HANOVER,47.75,N,20.85,20.85,2,41.7,217790,HANOVER FOOD SERVICE,2016
257,PHIL'S ICE HOUSE LLC,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,4,96.56,102466,CONAGRA FOODS / HUNT WESSON,2016
303,CHILOSO'S MEXICAN BISTRO,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,3,72.42,102466,CONAGRA FOODS / HUNT WESSON,2016
446,DRURY OWNED PROPERTIES,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,27,651.78,102466,CONAGRA FOODS / HUNT WESSON,2016
552,ROYAL BLUE GROCERY,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,1,24.14,102466,CONAGRA FOODS / HUNT WESSON,2016
293849,CAMP BALCONES SPRINGS,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,2,48.28,102466,CONAGRA FOODS / HUNT WESSON,2016
340073,MARINE MILITARY ACADEMY,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,2,48.28,102466,CONAGRA FOODS / HUNT WESSON,2016
544124,EL PASO STATE SUPPORTED LIVING CENTER,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,3,72.42,102466,CONAGRA FOODS / HUNT WESSON,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,2,48.28,102466,CONAGRA FOODS / HUNT WESSON,2016
571318,FIRST BAPTIST PRESCHOOL OF PORTLAND,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,1,24.14,102466,CONAGRA FOODS / HUNT WESSON,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,2,48.28,102466,CONAGRA FOODS / HUNT WESSON,2016
596531,NUECES CAFE-ACH#2066,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,1,24.14,102466,CONAGRA FOODS / HUNT WESSON,2016
601004,ZEDS RESTAURANT,1558790,BUTTERCOAT PAN COATING,6,17 OZ,PAM,9,N,24.14,24.14,2,48.28,102466,CONAGRA FOODS / HUNT WESSON,2016
340073,MARINE MILITARY ACADEMY,1559566,"RICE, INFUSED MEXICAN",2,5 LB,UNCLE BENS,11.5,N,25.04,25.04,11,275.44,185240,UNCLE BEN'S (FOOD)-DALLAS,2016
340073,MARINE MILITARY ACADEMY,1559567,"RICE, INFUSED RICE PILAF",2,5 LB,UNCLE BENS,11.5,N,22.59,22.59,11,248.49,185240,UNCLE BEN'S (FOOD)-DALLAS,2016
360449,BEEFY BURGER-ROBSTOWN,1560004,"CORN NUGGETS, JALAPENO CHDDR",4,3 LB,ANCHOR,13.36,N,34.57,34.57,1,34.57,103721,MCCAIN FOODSERVICE,2016
253,LIBERTY BURGER ACCOUNTS,1569003,"BEANS, REFRIED ORIGINAL",6,#10,ROSARITA,46.85,N,30.44,30.44,6,182.64,102466,CONAGRA FOODS / HUNT WESSON,2016
866,DAIRY QUEEN-TEXAS,1569003,"BEANS, REFRIED ORIGINAL",6,#10,ROSARITA,46.85,N,30.44,30.44,15,456.6,102466,CONAGRA FOODS / HUNT WESSON,2016
103063,CAMP MYSTIC INCORPORATED,1569003,"BEANS, REFRIED ORIGINAL",6,#10,ROSARITA,46.85,N,30.44,30.44,2,60.88,102466,CONAGRA FOODS / HUNT WESSON,2016
293849,CAMP BALCONES SPRINGS,1569003,"BEANS, REFRIED ORIGINAL",6,#10,ROSARITA,46.85,N,30.44,30.44,2,60.88,102466,CONAGRA FOODS / HUNT WESSON,2016
480649,HAYS COUNTY JUVENILE CENTER,1569003,"BEANS, REFRIED ORIGINAL",6,#10,ROSARITA,46.85,N,30.44,30.44,1,30.44,102466,CONAGRA FOODS / HUNT WESSON,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,1569003,"BEANS, REFRIED ORIGINAL",6,#10,ROSARITA,46.85,N,30.44,30.44,1,30.44,102466,CONAGRA FOODS / HUNT WESSON,2016
248,THREADGILLS SERVICE STATION,1572015,"BEANS, REFRIED VEGETARIAN",6,#10,ROSARITA,46.82,N,31.76,31.76,4,127.04,102466,CONAGRA FOODS / HUNT WESSON,2016
914,HEB DEPARTMENT ACCOUNTS,1572015,"BEANS, REFRIED VEGETARIAN",6,#10,ROSARITA,46.82,N,31.76,31.76,17,539.92,102466,CONAGRA FOODS / HUNT WESSON,2016
586161,ORIGINS RECOVERY OF TEXAS-BOYS HOUSE,1572015,"BEANS, REFRIED VEGETARIAN",6,#10,ROSARITA,46.82,N,31.76,31.76,1,31.76,102466,CONAGRA FOODS / HUNT WESSON,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,1572015,"BEANS, REFRIED VEGETARIAN",6,#10,ROSARITA,46.82,N,31.76,31.76,5,158.8,102466,CONAGRA FOODS / HUNT WESSON,2016
228,SIRLOIN STOCKADE ACCOUNTS-T. FORD,1591510,"BEETS, SLICES, FANCY",6,#10,STOKELY,46.25,N,22.81,22.81,2,45.62,189010,SENECA FOODS CORP.,2016
572,SALATA ACCOUNTS,1591510,"BEETS, SLICES, FANCY",6,#10,STOKELY,46.25,N,22.81,22.81,123,2805.63,189010,SENECA FOODS CORP.,2016
799,DOUBLE DAVES PIZZA ACCOUNTS,1591510,"BEETS, SLICES, FANCY",6,#10,STOKELY,46.25,N,22.81,22.81,2,45.62,189010,SENECA FOODS CORP.,2016
947,CAROLINA CREEK CAMP,1591510,"BEETS, SLICES, FANCY",6,#10,STOKELY,46.25,N,22.81,22.81,3,68.43,189010,SENECA FOODS CORP.,2016
292389,AUSTIN STATE SUPPORTED LIVING CENTER,1591510,"BEETS, SLICES, FANCY",6,#10,STOKELY,46.25,N,22.81,22.81,21,479.01,189010,SENECA FOODS CORP.,2016
118,K-BOB'S ACCOUNTS,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,44,1147.52,189010,SENECA FOODS CORP.,2016
228,SIRLOIN STOCKADE ACCOUNTS-T. FORD,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,1,26.08,189010,SENECA FOODS CORP.,2016
158240,CHARLIES II RESTAURANT,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,1,26.08,189010,SENECA FOODS CORP.,2016
237922,INN AT LOS PATIOS,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,1,26.08,189010,SENECA FOODS CORP.,2016
292389,AUSTIN STATE SUPPORTED LIVING CENTER,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,8,208.64,189010,SENECA FOODS CORP.,2016
296511,BUTTER CHURN RESTAURANT-SINTON-ACH#1910,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,1,26.08,189010,SENECA FOODS CORP.,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,1,26.08,189010,SENECA FOODS CORP.,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,1592005,"BEETS, SLICED PICKLED",6,#10,STOKELY,46.6,N,26.08,26.08,3,78.24,189010,SENECA FOODS CORP.,2016
411418,VILLA QUILTED OF HARLINGEN ACH#296,1627500,"CARROTS, LOW SODIUM",6,#10,LIBBY'S,46,N,20.79,20.79,1,20.79,189010,SENECA FOODS CORP.,2016
216,"HEAD START OF GREATER DALLAS, INC.",1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,2,40.56,189010,SENECA FOODS CORP.,2016
455,CHILDREN LEARNING ADVENTURE ACCOUNTS,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,1,20.28,189010,SENECA FOODS CORP.,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,2,40.56,189010,SENECA FOODS CORP.,2016
875,BOY SCOUTS OF AMERICA,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,30,608.4,189010,SENECA FOODS CORP.,2016
543640,GASTHAUS BERLINER BEAR,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,2,40.56,189010,SENECA FOODS CORP.,2016
551864,TEXAS STATE AQUARIUM ASSOCIATION,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,1,20.28,189010,SENECA FOODS CORP.,2016
551899,WESTOVER HILLS LEARNING CENTER,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,4,81.12,189010,SENECA FOODS CORP.,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,2,40.56,189010,SENECA FOODS CORP.,2016
571318,FIRST BAPTIST PRESCHOOL OF PORTLAND,1627504,"CARROTS, SLICED, FANCY",6,#10,STOKELY,45.9,N,20.28,20.28,2,40.56,189010,SENECA FOODS CORP.,2016
216,"HEAD START OF GREATER DALLAS, INC.",1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,2,40.84,189010,SENECA FOODS CORP.,2016
633,PARENT CHILD ACCOUNTS,1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,3,61.26,189010,SENECA FOODS CORP.,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,13,265.46,189010,SENECA FOODS CORP.,2016
306193,CORPUS CHRISTI STATE SUPPORTED LIVING CN,1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,1,20.42,189010,SENECA FOODS CORP.,2016
321133,MEXIA STATE SUPPORTED LIVING CENTER,1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,12,245.04,189010,SENECA FOODS CORP.,2016
324620,RUSK STATE HOSPITAL,1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,8,163.36,189010,SENECA FOODS CORP.,2016
324655,SAN ANGELO STATE SUPPORTED LIVING CENTER,1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,10,204.2,189010,SENECA FOODS CORP.,2016
566934,WEBB COUNTY-HEAD START- SIERRA VISTA,1627512,"CARROTS, DICED",6,#10,STOKELY,48,N,20.42,20.42,5,102.1,189010,SENECA FOODS CORP.,2016
