accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,vendorGroupNumber,vendorGroupName,Food Show Year
902,GREEN VEGETARIAN CUISINE,4287504,"PEAS, BLACK EYE",1,20 LB,JACKRABBIT,21,N,22.97,22.97,1,22.97,195580,TRINIDAD BENHAM CORP,2017
902,GREEN VEGETARIAN CUISINE,4301214,"PASTA, LINGUINE",2,10 LB,ZEREGA'S,21,N,17.27,17.27,22,379.94,178380,"A. ZEREGA'S SONS, INC",2017
902,GREEN VEGETARIAN CUISINE,4390753,LENTILS,1,20 LB,JACKRABBIT,21,N,21.21,21.21,3,63.63,195580,TRINIDAD BENHAM CORP,2017
902,GREEN VEGETARIAN CUISINE,4391770,"BEANS,PREWASHED BLACK TURTLE",1,50 LB,JACKRABBIT,50.5,N,38.48,38.48,11,423.28,195580,TRINIDAD BENHAM CORP,2017
902,GREEN VEGETARIAN CUISINE,4420022,"SUNFLOWER KERNELS, RST SLT",3,2 LB,AZAR,6.2,N,17.54,17.54,4,70.16,169790,AZAR NUT,2017
902,GREEN VEGETARIAN CUISINE,4420071,"WALNUT, HALVES & PIECES",3,2 LB,AZAR,6.2,N,42.19,42.19,1,42.19,169790,AZAR NUT,2017
902,GREEN VEGETARIAN CUISINE,4420899,"PEANUTS,GRNLTD DRY RST UNSAL",1,5 LB,AZAR,5.3,N,11.92,11.92,3,35.76,169790,AZAR NUT,2017
902,GREEN VEGETARIAN CUISINE,4650602,"SYRUP, PANCAKE AND WAFFLE",4,1 GAL,J.H.SMITH,46.25,N,26.63,26.63,2,53.26,102466,CONAGRA FOODS / HUNT WESSON,2017
902,GREEN VEGETARIAN CUISINE,4723508,"HONEY, PLASTIC",200,1/2 OZ,SMUCKER'S,7.3,N,27.98,27.98,1,27.98,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
902,GREEN VEGETARIAN CUISINE,4959618,"SPRINKLES, RAINBOW",1,6 LB,AZAR NUT,6,N,11.17,11.17,1,11.17,190390,LABATT REPLENISHMENT,2017
902,GREEN VEGETARIAN CUISINE,5105598,"OLIVES, GREEN SL W/O PIMIENT",6,#10,DEL DESTIN,45,N,27.92,27.92,1,27.92,106062,ATALANTA CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,5162344,"PICKLE, CC SLICED CT 2970",1,5 GAL,CHEF SUPRE,47.7,N,14.39,14.39,3,43.17,100552,BEST MAID PRODUCTS INC.,2017
902,GREEN VEGETARIAN CUISINE,5162356,"RELISH, DILL / 260 TBLSPN",4,1 GAL,BEST MAID,38,N,19.92,19.92,2,39.84,100552,BEST MAID PRODUCTS INC.,2017
902,GREEN VEGETARIAN CUISINE,5254552,"VINEGAR, WHITE",6,1 GAL,GARDENCLUB,55,N,9.42,9.42,2,18.84,101230,CLEMENTS FOODS COMPANY,2017
902,GREEN VEGETARIAN CUISINE,5307004,"VINEGAR, PURE APPLE CIDER",4,1 GAL,HEINZ,36.5,N,23.5,23.5,6,141,102237,HEINZ NORTH AMERICA,2017
902,GREEN VEGETARIAN CUISINE,5663006,"SCRUBBER, SS, 50GR",1,12 CT,ACS,1.92,N,3.55,3.55,8,28.4,252250,ACS INDUSTRIES,2017
902,GREEN VEGETARIAN CUISINE,5663008,GRILL BRICK,1,12 CT,ACS,7,N,14.01,14.01,4,56.04,252250,ACS INDUSTRIES,2017
902,GREEN VEGETARIAN CUISINE,5663017,"PAD, SCOUR, GEN PUR, GRN 6X9",6,10 CT,ACS,4,N,10.71,10.71,1,10.71,252250,ACS INDUSTRIES,2017
902,GREEN VEGETARIAN CUISINE,5663028,"DUSTPAN, LOBBY UPRGHT W/HNDL",1,1 CT,ACS,2.2,N,11.71,11.71,2,23.42,252250,ACS INDUSTRIES,2017
902,GREEN VEGETARIAN CUISINE,5663042,"POWDER, DIATEMACEOUS EARTH",1,25 LB,ACS,25,N,31.59,31.59,1,31.59,252250,ACS INDUSTRIES,2017
902,GREEN VEGETARIAN CUISINE,5730099,"LINER, 56GAL .51ML 50LB CLR",200,43 X 47,A E P,14.3,N,23.7,23.7,4,94.8,214710,AEP INDUSTRIES INC,2017
902,GREEN VEGETARIAN CUISINE,5731000,"LINER, 56GAL .8ML 75LB GRY",100,43 X 47,A E P,12.4,N,18.61,18.61,9,167.49,214710,AEP INDUSTRIES INC,2017
902,GREEN VEGETARIAN CUISINE,5731519,"LINER, 33GAL .39ML 35LB CLR",250,33 X 39,A E P,9.2,N,15.58,15.58,4,62.32,214710,AEP INDUSTRIES INC,2017
902,GREEN VEGETARIAN CUISINE,5739017,"LINER, 56GAL .8ML 75LB WHT",100,43 X 47,A E P,11.2,N,18.18,18.18,1,18.18,214710,AEP INDUSTRIES INC,2017
902,GREEN VEGETARIAN CUISINE,6182034,"CHILI POWDER, LIGHT",1,5.25 LB,DURKEE,5.75,N,30.41,30.41,1,30.41,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6183099,"CUMIN, GROUND",1,5 LB,DURKEE,5.92,N,42.58,42.58,3,127.74,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184030,"DILL WEED, WHOLE",1,5 OZ,DURKEE,0.52,N,8.56,8.56,3,25.68,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184220,ITALIAN SEASONING,1,6 OZ,DURKEE,0.58,N,6.04,6.04,4,24.16,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184303,LEMON PEPPER SEASONING,1,27 OZ,DURKEE,2,N,8.99,8.99,3,26.97,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184600,"ONION, GRANULATED",1,20 OZ,DURKEE,1.59,N,6.35,6.35,4,25.4,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184618,ONION POWDER,1,20 OZ,DURKEE,1.44,N,5.26,5.26,8,42.08,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184659,"OREGANO LEAVES, WHOLE",1,1.5 LB,DURKEE,2,N,18.02,18.02,2,36.04,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184709,"PAPRIKA, DOMESTIC",1,16 OZ,DURKEE,1.21,N,5.9,5.9,1,5.9,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6184956,"RED PEPPER, CRUSHED",1,3.75 LB,DURKEE,4.25,N,27.1,27.1,2,54.2,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6185409,"SAGE, RUBBED",1,6 OZ,DURKEE,0.58,N,7.87,7.87,1,7.87,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6185433,"SESAME SEEDS, WHOLE",1,19 OZ,DURKEE,1.4,N,5.63,5.63,1,5.63,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6185821,"VANILLA FLAVORING, IMITATION",1,1 GAL.,DURKEE,9.63,N,9.49,9.49,7,66.43,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6191506,"GARLIC, GRANULATED",1,29 LB,DURKEE,30.5,N,178.7,178.7,1,178.7,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6191514,SEASONING SALT,1,25 LB,DURKEE,26.1,N,34.68,34.68,2,69.36,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,6313035,"SALT, EVAPORATED FOOD GRADE",1,50 LB,UNITEDSALT,50.5,N,5.92,5.92,4,23.68,136646,UNITED SALT CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,6315006,"SALT, IODIZED",1,25 LB,MORTON,25.5,N,5.02,5.02,1,5.02,103470,"MORTON SALT, INC.",2017
902,GREEN VEGETARIAN CUISINE,6318091,"SALT, CARTONS KOSHER",12,3 LB,MORTON,39.3,N,20.99,20.99,1,20.99,103470,"MORTON SALT, INC.",2017
902,GREEN VEGETARIAN CUISINE,6397509,"BAKING POWDER, 40 LB",4,10 LB.,CLABBER GL,43.6,N,60.28,60.28,1,60.28,102458,CLABBER GIRL CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,6486005,"TOMATOES, SUNDRIED",1,5 LB,DEL DESTIN,5,N,12.66,12.66,2,25.32,106062,ATALANTA CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,6522006,"HAND SOAP, BOTANCIAL FOAM",3,1250 ML,GOJO ADX12,9.1,N,33.18,33.18,4,132.72,242200,"GOJO INDUSTRIES, INC.",2017
902,GREEN VEGETARIAN CUISINE,6522021,"SOAP, HAND FOAMING PLUM",4,700 ML,GOJO ADX7,7.1,N,29.97,29.97,1,29.97,242200,"GOJO INDUSTRIES, INC.",2017
902,GREEN VEGETARIAN CUISINE,6524020,"SANITIZER, HAND GEL",4,2 LT,PURELL,19,N,71.11,71.11,1,71.11,242200,"GOJO INDUSTRIES, INC.",2017
902,GREEN VEGETARIAN CUISINE,6620111,"TOWEL, MOKA TANDEM+ 1050ft",6,1050 CT,PERFORM,29,N,42,42,1,42,214650,CASCADE TISSUE,2017
902,GREEN VEGETARIAN CUISINE,6625500,"NAPKIN, MOKA TWIN PK INTERFO",16,376 CT,PERFORM,20,N,38.11,38.11,14,533.54,214650,CASCADE TISSUE,2017
902,GREEN VEGETARIAN CUISINE,6730030,"CLAMSHELL, 6"" TREE FREE",4,125 CT,HOFFMASTER,24.42,N,62.9,62.9,2,125.8,160050,HOFFMASTER GROUP INC. B110149,2017
902,GREEN VEGETARIAN CUISINE,6730042,"NAPKIN, NAT 14.5"" LINEN LIKE",1,1000 CT,HOFFMASTER,16.35,N,47.35,47.35,22,1041.7,160050,HOFFMASTER GROUP INC. B110149,2017
902,GREEN VEGETARIAN CUISINE,6780050,"APRON,FULL LENGTH MEDWT24X42",1,100 CT,ROYAL,1.3,N,4.54,4.54,1,4.54,104388,ROYAL PAPER PRODUCTS,2017
902,GREEN VEGETARIAN CUISINE,6785612,"HAIRNET, BROWN 305-FH20",1,144 CT,JOB SELECT,5.07,N,12.53,12.53,1,12.53,188820,FOODHANDLER #774348,2017
902,GREEN VEGETARIAN CUISINE,6790034,GLOVES VINYL LG PWDRLESS,10,100 CT.,JOB SELECT,12.47,N,32.55,32.55,5,162.75,188820,FOODHANDLER #774348,2017
902,GREEN VEGETARIAN CUISINE,6793123,"GLOVES, NITRILE SMALL",4,250 CT,JOB SELECT,7.05,N,49.32,49.32,1,49.32,188820,FOODHANDLER #774348,2017
902,GREEN VEGETARIAN CUISINE,6793124,"GLOVES, NITRILE MEDIUM",4,250 CT,JOB SELECT,8.2,N,49.32,49.32,7,345.24,188820,FOODHANDLER #774348,2017
902,GREEN VEGETARIAN CUISINE,6793125,"GLOVES, NITRILE XLARGE",4,250 CT,JOB SELECT,9,N,49.32,49.32,6,295.92,188820,FOODHANDLER #774348,2017
902,GREEN VEGETARIAN CUISINE,6800003,"SOUFFLE CUP, 2 OZ BLK",12,200 CT,PACTIV,12.9,N,30.27,30.27,3,90.81,103446,PACTIV CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,6815560,TOWEL MULTIFOLD BROWN,4000,9.25X 9.5,SELECT,19,N,23.15,23.15,7,162.05,214650,CASCADE TISSUE,2017
902,GREEN VEGETARIAN CUISINE,6820529,"TOWEL,PAPER,TANDEM,MOKA",6,775 FT.,PERFORM,27,N,32.92,32.92,7,230.44,214650,CASCADE TISSUE,2017
902,GREEN VEGETARIAN CUISINE,6844004,"FOIL SHEETS, 12X10-3/4",12,200 CT,HFA,21.3,N,51.97,51.97,1,51.97,262730,"HFA, INC.",2017
902,GREEN VEGETARIAN CUISINE,6844014,"FOIL, HD 18X500 MEDALLION",1,1 CT,HFA,8.4,N,21.56,21.56,1,21.56,262730,"HFA, INC.",2017
902,GREEN VEGETARIAN CUISINE,6963017,"LID,DOME FOR 18"" ROUND TRAY",1,25 CT,HFA,7.24,N,26.14,26.14,1,26.14,262730,"HFA, INC.",2017
902,GREEN VEGETARIAN CUISINE,7000136,"CUP, 16 OZ PET CLEAR",20,50 CT,ULTRACLEAR,41,N,58.3,58.3,9,524.7,112771,DART CONTAINER CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7035629,"BAG, CLR W/ FLIP LOCK SADDLE",2000,"6.5"" X 7""",FOODHANDLR,3.96,N,16.47,16.47,4,65.88,188820,FOODHANDLER #774348,2017
902,GREEN VEGETARIAN CUISINE,7056262,"BAG, FRENCH FRY 3.5 X 4.5",1,2000 CT,BAGCRAFT,4,N,13.95,13.95,1,13.95,186070,BAGCRAFT CORPORATION OF AMERICA,2017
902,GREEN VEGETARIAN CUISINE,7100002,"SWEETENER, YELLOW PACKET",2000,1 GM,NJOY,6,N,20.9,20.9,1,20.9,104922,SUGAR FOODS CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7120017,"SOUFFLE CUP, 1 OZ PAPER WHT",20,250 CT,SOLO,12,N,45.9,45.9,1,45.9,112771,DART CONTAINER CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7140073,"LID, SOUFFLE 1.5-2.5OZ CLEAR",20,125 CT,SOLO,8,N,22.4,22.4,1,22.4,112771,DART CONTAINER CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7145576,"SOUFFLE CUP, 2OZ PLASTIC BLK",2500,1 CT,SOLO,13,N,42.28,42.28,1,42.28,112771,DART CONTAINER CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7540002,"CLEANER, AP DEOD LAVENDER",4,1 GL,ARCOT,40,N,23.54,23.54,4,94.16,266580,ARCOT MANUFACTURING CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7540006,"DEGREASER, HEAVY DUTY KD81",4,1 GL,ARCOT,40,N,18.41,18.41,7,128.87,266580,ARCOT MANUFACTURING CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7540011,"DETERGENT, HAND & DISH BLUE",4,1 GL,ARCOT,40,N,31.08,31.08,4,124.32,266580,ARCOT MANUFACTURING CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7681542,"BAG,POLY WH THANK YOU PRINT",1000,"11X6X22""",ROYAL,11,N,20.01,20.01,1,20.01,104388,ROYAL PAPER PRODUCTS,2017
902,GREEN VEGETARIAN CUISINE,7689201,"BAG, PAPER BROWN 4LB",1,500 CT,DURO,7,N,7.72,7.72,1,7.72,109479,DURO BAG MANUFACTURING COMPANY,2017
902,GREEN VEGETARIAN CUISINE,7689508,"BAG, BROWN 1/6 BARREL",500,57 LB,DURO,55,N,33.82,33.82,1,33.82,109479,DURO BAG MANUFACTURING COMPANY,2017
902,GREEN VEGETARIAN CUISINE,7770004,"FORK, MW PS BLK REFILL",24,40 CT,SMARTSTOCK,8.39,N,29.4,29.4,2,58.8,179920,DIXIE CONSUMER PRODUCTS LLC,2017
902,GREEN VEGETARIAN CUISINE,7770006,"SPOON, MW PS BLK REFILL",24,40 CT,SMARTSTOCK,7.9,N,29.4,29.4,1,29.4,179920,DIXIE CONSUMER PRODUCTS LLC,2017
902,GREEN VEGETARIAN CUISINE,7856944,"MILK, COCONUT UNSWEETENED",6,#10,ROLAND,46,N,48.66,48.66,15,729.9,105481,AMERICAN ROLAND FOOD CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7856982,"RICE, JASMINE",1,20 LB,ROLAND,21,N,18.2,18.2,16,291.2,105481,AMERICAN ROLAND FOOD CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7876048,GUEST CK CARB 2PTGREEN 17LNE,50,50 SETS,ROYAL,5,N,20.45,20.45,1,20.45,104388,ROYAL PAPER PRODUCTS,2017
902,GREEN VEGETARIAN CUISINE,7975245,TAHINI PURE SESAME PASTE,1,40 LB,ROLAND,42,N,123.69,123.69,3,371.07,105481,AMERICAN ROLAND FOOD CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7975279,"GRAPE LEAVES, STUFFED",6,70 OZ,ROLAND,30,N,41.08,41.08,11,451.88,105481,AMERICAN ROLAND FOOD CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,7975329,SESAME OIL,1,3.5 PT,ROLAND,4.6,N,15.21,15.21,5,76.05,105481,AMERICAN ROLAND FOOD CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,8004103,"OIL, SALAD SOYBEAN",1,35 LB.,BUNGE,37,N,21.1,21.1,1,21.1,106135,BUNGE OILS INC,2017
902,GREEN VEGETARIAN CUISINE,8034167,SAUTE & GRILL SPRAY,6,17 OZ,PAM,8.75,N,15.33,15.33,9,137.97,102466,CONAGRA FOODS / HUNT WESSON,2017
902,GREEN VEGETARIAN CUISINE,8072385,"OIL,CANOLA LIQUID CLEAR",1,35 LB,BUNGE,36.7,N,20.45,20.45,90,1840.5,106135,BUNGE OILS INC,2017
902,GREEN VEGETARIAN CUISINE,8080021,GOLDEN AWARD NT NS PAN GRILL,3,1 GAL,BUNGE,24.89,N,27.3,27.3,10,273,106135,BUNGE OILS INC,2017
902,GREEN VEGETARIAN CUISINE,8164428,"SEASONING, STEAK",1,26 OZ,DURKEE,1.5,N,7.39,7.39,15,110.85,165230,"ACH FOOD COMPANIES, INC",2017
902,GREEN VEGETARIAN CUISINE,8164523,"64% SPREAD,SMART BALANCE TTF",600,5GM,SMART BAL,8.4,N,16.69,16.69,4,66.76,165690,"VENTURA FOODS, INC.",2017
902,GREEN VEGETARIAN CUISINE,8164525,BUTTERY SPREAD 79%,30,1 LB,SMART BAL,31,N,40.99,40.99,2,81.98,165690,"VENTURA FOODS, INC.",2017
902,GREEN VEGETARIAN CUISINE,8165055,"EGGS, BROWN LOOSE, CAGE FREE",15,1 DZ,CAL MAINE,25,N,31.65,31.65,12,379.8,107212,"CAL-MAINE FOODS, INC.",2017
902,GREEN VEGETARIAN CUISINE,8165102,"EGGS, GRADE A MEDIUM LOOSE",15,1 DOZEN,CAL MAINE,26,N,7.8,7.8,3,23.4,107212,"CAL-MAINE FOODS, INC.",2017
902,GREEN VEGETARIAN CUISINE,8167856,"79% SPREAD, SMART BALANCE",6,5 LB,SMART BAL,32.1,N,39.01,39.01,10,390.1,165690,"VENTURA FOODS, INC.",2017
902,GREEN VEGETARIAN CUISINE,8240040,"COFFEE, 100% COLUMBIAN DECAF",2,2 LT,FOLGERS,11,N,120.22,120.22,12,1442.64,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
902,GREEN VEGETARIAN CUISINE,8240058,"TEA, HERBAL RASPBRRY ICED FP",24,1.25 OZ,TETLEY,2.9,N,29.3,29.3,2,58.6,202280,TETLEY HARRIS FOOD GROUP,2017
902,GREEN VEGETARIAN CUISINE,8240060,"TEA, PEACH MANGO ICED FP",24,1 OZ,TETLEY,2.5,N,22.28,22.28,1,22.28,202280,TETLEY HARRIS FOOD GROUP,2017
902,GREEN VEGETARIAN CUISINE,8241004,"TEA, FILTER PCH ICE TEA BAG",32,3 OZ,TETLEY,6.8,N,24.82,24.82,1,24.82,202280,TETLEY HARRIS FOOD GROUP,2017
902,GREEN VEGETARIAN CUISINE,8241007,"TEA, ICED AUTO BREW BAG FP",32,4 OZ,TETLEY,8.9,N,28.55,28.55,3,85.65,202280,TETLEY HARRIS FOOD GROUP,2017
902,GREEN VEGETARIAN CUISINE,8241275,"TEA, ICED FILTER PACK",24,3 OZ,TENDER LF,6.5,N,30.75,30.75,9,276.75,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
902,GREEN VEGETARIAN CUISINE,8245681,"COFFEE, FILTER PACK REG .9OZ",40,.9 OZ,FOLGERS,2,N,15.9,15.9,1,15.9,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
902,GREEN VEGETARIAN CUISINE,8261240,COFFEEMATE FR VANILLA LIQ PC,180,.38 OZ,NESTLE,5.6,N,10.9,10.9,10,109,100994,NESTLE BRANDS,2017
902,GREEN VEGETARIAN CUISINE,8271010,CREAMER HALF&HALF SHELF STBL,360,3/8 OZ,DAIRYFRESH,9.99,N,19.54,19.54,6,117.24,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
902,GREEN VEGETARIAN CUISINE,8460010,"DETERGENT, P&P DAWN",4,1 GL,P&G,35.79,N,48.55,48.55,1,48.55,105686,BUNZL SAN ANTONIO,2017
902,GREEN VEGETARIAN CUISINE,8492501,"STAINLESS, POLISH SS CLEANER",4,32 OZ,P&G,9.15,N,28.71,28.71,1,28.71,105686,BUNZL SAN ANTONIO,2017
902,GREEN VEGETARIAN CUISINE,8510951,"SUGAR, POWDERED 10X",1,50 LB,IMPERIAL,51.39,N,31.86,31.86,1,31.86,215740,"IMPERIAL DISTRIBUTING, INC.",2017
902,GREEN VEGETARIAN CUISINE,8512501,"SUGAR, GRANULATED EFG",1,50 LB.,IMPERIAL,51.72,N,23.36,23.36,34,794.24,215740,"IMPERIAL DISTRIBUTING, INC.",2017
902,GREEN VEGETARIAN CUISINE,8517005,"SUGAR, GRANULATED PACKETS",1,2000 CT,CAFE DLT,17.15,N,16.37,16.37,1,16.37,101559,DIAMOND CRYSTAL,2017
902,GREEN VEGETARIAN CUISINE,8520009,"SUGAR, GRANULATED EFG",1,25 LB.,IMPERIAL,25.89,N,13.78,13.78,22,303.16,215740,"IMPERIAL DISTRIBUTING, INC.",2017
902,GREEN VEGETARIAN CUISINE,8523755,"SUGAR, LIGHT BROWN",12,2 LB,PACKER,26.21,N,22.43,22.43,1,22.43,215740,"IMPERIAL DISTRIBUTING, INC.",2017
902,GREEN VEGETARIAN CUISINE,8524100,"BROOM LOBBY SYNTH ANGLE 55""",1,1 CT,ACS,1.58,N,4.84,4.84,8,38.72,252250,ACS INDUSTRIES,2017
902,GREEN VEGETARIAN CUISINE,8524713,"SUGAR, DARK BROWN",12,2 LB,IMPERIAL,26.21,N,22.43,22.43,24,538.32,215740,"IMPERIAL DISTRIBUTING, INC.",2017
902,GREEN VEGETARIAN CUISINE,8525627,"LID,SOUFFLE CUP 2 OZ",12,200 CT,PACTIV,8.2,N,20.73,20.73,2,41.46,103446,PACTIV CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,8527806,"CONT, 8 OZ PAPER COMBO WHT",250,1 CT,SOLO,10.5,N,50.19,50.19,2,100.38,112771,DART CONTAINER CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,8569519,SWEETENER INDIVIDUAL PACKET,1,2000 CT,SWT-N-LOW,5.76,N,16.35,16.35,1,16.35,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
902,GREEN VEGETARIAN CUISINE,8582348,SUGAR IN THE RAW,1,1200 CT,SUGAR,13.7,N,23.19,23.19,1,23.19,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
902,GREEN VEGETARIAN CUISINE,8655058,RICOTTA 73% PART SKIM UNWHIP,4,5 LB,BELGIOIOSO,20,N,40,40,2,80,262950,"BELGIOIOSO CHEESE, INC.",2017
902,GREEN VEGETARIAN CUISINE,8665457,"SLICED, AMERICAN PROC 120CT",6,5 LB,LANDOLAKE,30,N,51.43,51.43,3,154.29,102849,"LAND O' LAKES, INC.",2017
902,GREEN VEGETARIAN CUISINE,8701617,CREAM CHEESE,10,3 LBS,RASKAS,32,N,55.15,55.15,1,55.15,168040,SCHREIBER CHEESE,2017
902,GREEN VEGETARIAN CUISINE,8701732,CREAM CHEESE,1,3 LB,RASKAS,0.32,N,5.52,5.52,8,44.16,190390,LABATT REPLENISHMENT,2017
902,GREEN VEGETARIAN CUISINE,8971581,"TORTILLA FLOUR 12"" WG",8,12 CT,RUDYS,19,N,15.67,15.67,11,172.37,196260,RUDY'S,2017
902,GREEN VEGETARIAN CUISINE,8973015,"TORTILLA CORN WHITE THICK 6""",6,100 CT,RUDY'S,35.37,N,18.24,18.24,51,930.24,196260,RUDY'S,2017
902,GREEN VEGETARIAN CUISINE,8974350,"TORTILLA WRAP TOMATO 12""",8,12 CT,RUDYS,21,N,18.24,18.24,40,729.6,196260,RUDY'S,2017
902,GREEN VEGETARIAN CUISINE,8975682,SUNDRIED TOMATOES ITALIAN,1,2 LB,ROLAND,2.8,N,7.55,7.55,1,7.55,105481,AMERICAN ROLAND FOOD CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,8979191,"TORTILLA FLOUR 6"" WG",12,24 CT,RUDYS,20.5,N,21.72,21.72,7,152.04,196260,RUDY'S,2017
902,GREEN VEGETARIAN CUISINE,9022309,"FRIES SWEET POTATO 5/16""",8,4 LB,ALEXIA,35,N,56.4,56.4,45,2538,126926,"LAMB WESTON SALES, INC.",2017
902,GREEN VEGETARIAN CUISINE,9230040,BREAD WHEATBERRY VIENNA,6,34 OZ,ROTELLA'S,15,N,21.71,21.71,48,1042.08,190030,"ROTELLA BAKERIES, INC.",2017
902,GREEN VEGETARIAN CUISINE,9249731,"PUFF PASTRY SHEETS 10""X15""",20,12 OZ.,PENNANT,16.5,N,43.26,43.26,1,43.26,268940,ARYZTA LLC,2017
902,GREEN VEGETARIAN CUISINE,9310014,JUICE APPLE 100%,36,6.75 OZ,APPLE&EVE,18,N,9.66,9.66,12,115.92,259830,APPLE AND EVE,2017
902,GREEN VEGETARIAN CUISINE,9393248,1/6 BROWN BARRELL BAG W/HAN,1,300 CT,DURO,42.81,N,49.55,49.55,6,297.3,109479,DURO BAG MANUFACTURING COMPANY,2017
902,GREEN VEGETARIAN CUISINE,9397294,"CONTAINER,DELI 32OZ COMBO",1,240 CT,NEW SPRING,27.97,N,69.41,69.41,2,138.82,103446,PACTIV CORPORATION,2017
902,GREEN VEGETARIAN CUISINE,9689258,"BAG, PAPER BROWN 8LB",1,500 CT,DURO,12,N,11.03,11.03,3,33.09,109479,DURO BAG MANUFACTURING COMPANY,2017
902,GREEN VEGETARIAN CUISINE,9800095,"GOLDEN FLAX SEED, GROUND",1,25 LB,WOODLAND,25,N,34,34,1,34,176890,LIPMAN PRODUCE (FORMERLY COMBS),2017
902,GREEN VEGETARIAN CUISINE,9800118,"CASHEWS WHOLE, RAW",1,5 LB,WOODLAND,5,N,37.03,37.03,6,222.18,201820,"WOODLAND FOODS, LTD",2017
902,GREEN VEGETARIAN CUISINE,9802224,AVOCADO 48-60 CT-STAGE 4,4,12 CT,AVOCADO,25,N,50.25,50.25,16,804,276570,"CALAVO GROWERS, INC.",2017
902,GREEN VEGETARIAN CUISINE,9804052,ONION RED MEDIUM,1,25#,ONION,25,N,7.65,7.65,3,22.95,135003,WILLSON DAVIS COMPANY,2017
902,GREEN VEGETARIAN CUISINE,9804220,LEMON 200 ct FANCY,1,40 LB,CITRUS,40,N,42.9,42.9,12,514.8,120294,TOUCHSTONE AND ASSOCIATES,2017
902,GREEN VEGETARIAN CUISINE,9805029,ORANGES 113 CT FCY,4,10 LBS,CITRUS,47,N,22.65,22.65,3,67.95,135003,WILLSON DAVIS COMPANY,2017
902,GREEN VEGETARIAN CUISINE,9805083,ROMAINE HEART CELLO PAK,12,3 CT,LETTUCE,22,N,22.95,22.95,7,160.65,135003,WILLSON DAVIS COMPANY,2017
902,GREEN VEGETARIAN CUISINE,9808205,ONION JUMBO YELLOW #1,1,50 LB,ONION,50,N,11.8,11.8,2,23.6,135003,WILLSON DAVIS COMPANY,2017
902,GREEN VEGETARIAN CUISINE,9808255,ONION JUMBO YELLOW # 2,1,50 LB,ONION,50,N,10.8,10.8,2,21.6,135003,WILLSON DAVIS COMPANY,2017
902,GREEN VEGETARIAN CUISINE,9812520,BROCCOLI FLORETS 4/3#,4,3 LB,BROCCOLI,12,N,18.27,18.27,2,36.54,282460,"GOLD COAST PACKING, INC.",2017
